"productkey","productcode","productname","manufacturer","brand","color","weightunit","weight","cost","price","categorykey","categoryname","subcategorykey","subcategoryname"
1896,801070,"Contoso Washer & Dryer 15.5in E155 Pink","Contoso, Ltd","Contoso","Pink","pounds","125","509.32","999",8,"Home Appliances",801,"Washers & Dryers"
1897,802001,"Fabrikam Refrigerator 24.7CuFt X9800 White","Fabrikam, Inc.","Fabrikam","White","pounds","71","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1898,802002,"Fabrikam Refrigerator 19CuFt M7600 White","Fabrikam, Inc.","Fabrikam","White","pounds","58","413.42","899",8,"Home Appliances",802,"Refrigerators"
1899,802003,"Fabrikam Refrigerator 9.7CuFt M5600 White","Fabrikam, Inc.","Fabrikam","White","pounds","228","226.71","493",8,"Home Appliances",802,"Refrigerators"
1900,802004,"Fabrikam Refrigerator 4.6CuFt E2800 White","Fabrikam, Inc.","Fabrikam","White","pounds","38.1","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1901,802005,"Fabrikam Refrigerator 3.2CuFt E1600 White","Fabrikam, Inc.","Fabrikam","White","pounds","58","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1902,802006,"Fabrikam Refrigerator 1.7CuFt E1200 White","Fabrikam, Inc.","Fabrikam","White","pounds","72.8","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1903,802007,"Fabrikam Refrigerator 24.7CuFt X9800 Brown","Fabrikam, Inc.","Fabrikam","Brown","pounds","56.8","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1904,802008,"Fabrikam Refrigerator 19CuFt M7600 Brown","Fabrikam, Inc.","Fabrikam","Brown","pounds","69","413.42","899",8,"Home Appliances",802,"Refrigerators"
1905,802009,"Fabrikam Refrigerator 9.7CuFt M5600 Brown","Fabrikam, Inc.","Fabrikam","Brown","pounds","60","226.71","493",8,"Home Appliances",802,"Refrigerators"
1906,802010,"Fabrikam Refrigerator 4.6CuFt E2800 Brown","Fabrikam, Inc.","Fabrikam","Brown","pounds","75","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1907,802011,"Fabrikam Refrigerator 3.2CuFt E1600 Brown","Fabrikam, Inc.","Fabrikam","Brown","pounds","132","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1908,802012,"Fabrikam Refrigerator 1.7CuFt E1200 Brown","Fabrikam, Inc.","Fabrikam","Brown","pounds","71","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1909,802013,"Fabrikam Refrigerator 24.7CuFt X9800 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","209","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1910,802014,"Fabrikam Refrigerator 19CuFt M7600 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","71","413.42","899",8,"Home Appliances",802,"Refrigerators"
1911,802015,"Fabrikam Refrigerator 9.7CuFt M5600 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","176","226.71","493",8,"Home Appliances",802,"Refrigerators"
1912,802016,"Fabrikam Refrigerator 4.6CuFt E2800 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","71","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1913,802017,"Fabrikam Refrigerator 3.2CuFt E1600 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","58","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1914,802018,"Fabrikam Refrigerator 1.7CuFt E1200 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","228","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1915,802019,"Fabrikam Refrigerator 24.7CuFt X9800 Green","Fabrikam, Inc.","Fabrikam","Green","pounds","38.1","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1916,802020,"Fabrikam Refrigerator 19CuFt M7600 Green","Fabrikam, Inc.","Fabrikam","Green","pounds","56","413.42","899",8,"Home Appliances",802,"Refrigerators"
1917,802021,"Fabrikam Refrigerator 9.7CuFt M5600 Green","Fabrikam, Inc.","Fabrikam","Green","pounds","72.8","226.71","493",8,"Home Appliances",802,"Refrigerators"
1918,802022,"Fabrikam Refrigerator 4.6CuFt E2800 Green","Fabrikam, Inc.","Fabrikam","Green","pounds","58.2","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1919,802023,"Fabrikam Refrigerator 3.2CuFt E1600 Green","Fabrikam, Inc.","Fabrikam","Green","pounds","65","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1920,802024,"Fabrikam Refrigerator 1.7CuFt E1200 Green","Fabrikam, Inc.","Fabrikam","Green","pounds","60","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1921,802025,"Fabrikam Refrigerator 24.7CuFt X9800 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","75","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1922,802026,"Fabrikam Refrigerator 19CuFt M7600 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","132","413.42","899",8,"Home Appliances",802,"Refrigerators"
1923,802027,"Fabrikam Refrigerator 9.7CuFt M5600 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","71","226.71","493",8,"Home Appliances",802,"Refrigerators"
1924,802028,"Fabrikam Refrigerator 4.6CuFt E2800 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","200","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1925,802029,"Fabrikam Refrigerator 3.2CuFt E1600 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","68","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1926,802030,"Fabrikam Refrigerator 1.7CuFt E1200 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","56","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1927,802031,"Fabrikam Refrigerator 24.7CuFt X9800 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","220","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1928,802032,"Fabrikam Refrigerator 19CuFt M7600 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","36","413.42","899",8,"Home Appliances",802,"Refrigerators"
1929,802033,"Fabrikam Refrigerator 9.7CuFt M5600 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","55","226.71","493",8,"Home Appliances",802,"Refrigerators"
1930,802034,"Fabrikam Refrigerator 4.6CuFt E2800 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","70","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1931,802035,"Fabrikam Refrigerator 3.2CuFt E1600 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","54","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1932,802036,"Fabrikam Refrigerator 1.7CuFt E1200 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","65","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1933,802037,"Fabrikam Refrigerator 24.7CuFt X9800 Orange","Fabrikam, Inc.","Fabrikam","Orange","pounds","58","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1934,802038,"Fabrikam Refrigerator 19CuFt M7600 Orange","Fabrikam, Inc.","Fabrikam","Orange","pounds","74","413.42","899",8,"Home Appliances",802,"Refrigerators"
1935,802039,"Fabrikam Refrigerator 9.7CuFt M5600 Orange","Fabrikam, Inc.","Fabrikam","Orange","pounds","120","226.71","493",8,"Home Appliances",802,"Refrigerators"
1936,802040,"Fabrikam Refrigerator 4.6CuFt E2800 Orange","Fabrikam, Inc.","Fabrikam","Orange","pounds","70","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1937,802041,"Fabrikam Refrigerator 3.2CuFt E1600 Orange","Fabrikam, Inc.","Fabrikam","Orange","pounds","205","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1938,802042,"Fabrikam Refrigerator 1.7CuFt E1200 Orange","Fabrikam, Inc.","Fabrikam","Orange","pounds","69","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1939,802043,"Litware Refrigerator 24.7CuFt X980 White","Litware, Inc.","Litware","White","pounds","175","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1940,802044,"Litware Refrigerator 19CuFt M760 White","Litware, Inc.","Litware","White","pounds","70","413.42","899",8,"Home Appliances",802,"Refrigerators"
1941,802045,"Litware Refrigerator 9.7CuFt M560 White","Litware, Inc.","Litware","White","pounds","57","226.71","493",8,"Home Appliances",802,"Refrigerators"
1942,802046,"Litware Refrigerator 4.6CuFt E280 White","Litware, Inc.","Litware","White","pounds","227","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1943,802047,"Litware Refrigerator 3.2CuFt E160 White","Litware, Inc.","Litware","White","pounds","36","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1944,802048,"Litware Refrigerator 1.7CuFt E120 White","Litware, Inc.","Litware","White","pounds","55","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1945,802049,"Litware Refrigerator 24.7CuFt X980 Brown","Litware, Inc.","Litware","Brown","pounds","70","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1946,802050,"Litware Refrigerator 19CuFt M760 Brown","Litware, Inc.","Litware","Brown","pounds","56","413.42","899",8,"Home Appliances",802,"Refrigerators"
1947,802051,"Litware Refrigerator 9.7CuFt M560 Brown","Litware, Inc.","Litware","Brown","pounds","60","226.71","493",8,"Home Appliances",802,"Refrigerators"
1948,802052,"Litware Refrigerator 4.6CuFt E280 Brown","Litware, Inc.","Litware","Brown","pounds","59","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1949,802053,"Litware Refrigerator 3.2CuFt E160 Brown","Litware, Inc.","Litware","Brown","pounds","74","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1950,802054,"Litware Refrigerator 1.7CuFt E120 Brown","Litware, Inc.","Litware","Brown","pounds","120","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1951,802055,"Litware Refrigerator 24.7CuFt X980 Silver","Litware, Inc.","Litware","Silver","pounds","68","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1952,802056,"Litware Refrigerator 19CuFt M760 Silver","Litware, Inc.","Litware","Silver","pounds","196","413.42","899",8,"Home Appliances",802,"Refrigerators"
1953,802057,"Litware Refrigerator 9.7CuFt M560 Silver","Litware, Inc.","Litware","Silver","pounds","75","226.71","493",8,"Home Appliances",802,"Refrigerators"
1954,802058,"Litware Refrigerator 4.6CuFt E280 Silver","Litware, Inc.","Litware","Silver","pounds","132","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1955,802059,"Litware Refrigerator 3.2CuFt E160 Silver","Litware, Inc.","Litware","Silver","pounds","71","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1956,802060,"Litware Refrigerator 1.7CuFt E120 Silver","Litware, Inc.","Litware","Silver","pounds","209","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1957,802061,"Litware Refrigerator 24.7CuFt X980 Green","Litware, Inc.","Litware","Green","pounds","71","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1958,802062,"Litware Refrigerator 19CuFt M760 Green","Litware, Inc.","Litware","Green","pounds","176","413.42","899",8,"Home Appliances",802,"Refrigerators"
1959,802063,"Litware Refrigerator 9.7CuFt M560 Green","Litware, Inc.","Litware","Green","pounds","71","226.71","493",8,"Home Appliances",802,"Refrigerators"
1960,802064,"Litware Refrigerator 4.6CuFt E280 Green","Litware, Inc.","Litware","Green","pounds","58","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1961,802065,"Litware Refrigerator 3.2CuFt E160 Green","Litware, Inc.","Litware","Green","pounds","228","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1962,802066,"Litware Refrigerator 1.7CuFt E120 Green","Litware, Inc.","Litware","Green","pounds","38.1","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1963,802067,"Litware Refrigerator 24.7CuFt X980 Blue","Litware, Inc.","Litware","Blue","pounds","56","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1964,802068,"Litware Refrigerator 19CuFt M760 Blue","Litware, Inc.","Litware","Blue","pounds","72.8","413.42","899",8,"Home Appliances",802,"Refrigerators"
1965,802069,"Litware Refrigerator 9.7CuFt M560 Blue","Litware, Inc.","Litware","Blue","pounds","58.2","226.71","493",8,"Home Appliances",802,"Refrigerators"
1966,802070,"Litware Refrigerator 4.6CuFt E280 Blue","Litware, Inc.","Litware","Blue","pounds","65","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1967,802071,"Litware Refrigerator 3.2CuFt E160 Blue","Litware, Inc.","Litware","Blue","pounds","60","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1968,802072,"Litware Refrigerator 1.7CuFt E120 Blue","Litware, Inc.","Litware","Blue","pounds","75","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1969,802073,"Litware Refrigerator 24.7CuFt X980 Grey","Litware, Inc.","Litware","Grey","pounds","132","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1970,802074,"Litware Refrigerator 19CuFt M760 Grey","Litware, Inc.","Litware","Grey","pounds","71","413.42","899",8,"Home Appliances",802,"Refrigerators"
1971,802075,"Litware Refrigerator 9.7CuFt M560 Grey","Litware, Inc.","Litware","Grey","pounds","200","226.71","493",8,"Home Appliances",802,"Refrigerators"
1972,802076,"Litware Refrigerator 4.6CuFt E280 Grey","Litware, Inc.","Litware","Grey","pounds","68","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1973,802077,"Litware Refrigerator 3.2CuFt E160 Grey","Litware, Inc.","Litware","Grey","pounds","56","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1974,802078,"Litware Refrigerator 1.7CuFt E120 Grey","Litware, Inc.","Litware","Grey","pounds","220","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1975,802079,"Litware Refrigerator L1200 Orange","Litware, Inc.","Litware","Orange","pounds","36","1060.22","3199.99",8,"Home Appliances",802,"Refrigerators"
1976,802080,"Litware Refrigerator 19CuFt M760 Orange","Litware, Inc.","Litware","Orange","pounds","55","413.42","899",8,"Home Appliances",802,"Refrigerators"
1977,802081,"Litware Refrigerator 9.7CuFt M560 Orange","Litware, Inc.","Litware","Orange","pounds","70","226.71","493",8,"Home Appliances",802,"Refrigerators"
1978,802082,"Litware Refrigerator 4.6CuFt E280 Orange","Litware, Inc.","Litware","Orange","pounds","54","152.94","299.99",8,"Home Appliances",802,"Refrigerators"
1979,802083,"Litware Refrigerator 3.2CuFt E160 Orange","Litware, Inc.","Litware","Orange","pounds","65","142.75","279.99",8,"Home Appliances",802,"Refrigerators"
1980,802084,"Litware Refrigerator 1.7CuFt E120 Orange","Litware, Inc.","Litware","Orange","pounds","58","66.27","129.99",8,"Home Appliances",802,"Refrigerators"
1981,802085,"Litware Refrigerator 19CuFt M760 Red","Litware, Inc.","Litware","Red","pounds","68","413.42","899",8,"Home Appliances",802,"Refrigerators"
1982,802086,"Litware Refrigerator 9.7CuFt M560 Red","Litware, Inc.","Litware","Red","pounds","196","226.71","493",8,"Home Appliances",802,"Refrigerators"
1983,803001,"Fabrikam Microwave 1.5CuFt X1100 White","Fabrikam, Inc.","Fabrikam","White","pounds","27","220.64","665.94",8,"Home Appliances",803,"Microwaves"
1984,803002,"Fabrikam Microwave 2.2CuFt M1250 White","Fabrikam, Inc.","Fabrikam","White","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
1985,803003,"Fabrikam Microwave 1.6CuFt M1250 White","Fabrikam, Inc.","Fabrikam","White","pounds","27","82.77","179.99",8,"Home Appliances",803,"Microwaves"
1986,803004,"Fabrikam Microwave 1.0CuFt E1100 White","Fabrikam, Inc.","Fabrikam","White","pounds","27","71.37","139.99",8,"Home Appliances",803,"Microwaves"
1987,803005,"Fabrikam Microwave 0.9CuFt E0900 White","Fabrikam, Inc.","Fabrikam","White","pounds","26","50.98","99.99",8,"Home Appliances",803,"Microwaves"
1988,803006,"Fabrikam Microwave 0.8CuFt E0800 White","Fabrikam, Inc.","Fabrikam","White","pounds","25","48.43","94.99",8,"Home Appliances",803,"Microwaves"
1989,803007,"Fabrikam Microwave 1.5CuFt X1100 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","41","220.64","665.94",8,"Home Appliances",803,"Microwaves"
1990,803008,"Fabrikam Microwave 2.2CuFt M1250 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","26","91.97","199.99",8,"Home Appliances",803,"Microwaves"
1991,803009,"Fabrikam Microwave 1.6CuFt M1250 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","27","82.77","179.99",8,"Home Appliances",803,"Microwaves"
1992,803010,"Fabrikam Microwave 1.0CuFt E1100 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","40","71.37","139.99",8,"Home Appliances",803,"Microwaves"
1993,803011,"Fabrikam Microwave 0.9CuFt E0900 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
1994,803012,"Fabrikam Microwave 0.8CuFt E0800 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","37","48.43","94.99",8,"Home Appliances",803,"Microwaves"
1995,803013,"Fabrikam Microwave 1.5CuFt X1100 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","39","220.64","665.94",8,"Home Appliances",803,"Microwaves"
1996,803014,"Fabrikam Microwave 2.2CuFt M1250 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
1997,803015,"Fabrikam Microwave 1.6CuFt M1250 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","55","82.77","179.99",8,"Home Appliances",803,"Microwaves"
1998,803016,"Fabrikam Microwave 1.0CuFt E1100 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","27","71.37","139.99",8,"Home Appliances",803,"Microwaves"
1999,803017,"Fabrikam Microwave 0.9CuFt E0900 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2000,803018,"Fabrikam Microwave 0.8CuFt E0800 Grey","Fabrikam, Inc.","Fabrikam","Grey","pounds","44","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2001,803019,"Fabrikam Microwave 1.5CuFt X1100 Red","Fabrikam, Inc.","Fabrikam","Red","pounds","27","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2002,803020,"Fabrikam Microwave 2.2CuFt M1250 Red","Fabrikam, Inc.","Fabrikam","Red","pounds","26","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2003,803021,"Fabrikam Microwave 1.6CuFt M1250 Red","Fabrikam, Inc.","Fabrikam","Red","pounds","25","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2004,803022,"Fabrikam Microwave 1.0CuFt E1100 Red","Fabrikam, Inc.","Fabrikam","Red","pounds","53","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2005,803023,"Fabrikam Microwave 0.9CuFt E0900 Red","Fabrikam, Inc.","Fabrikam","Red","pounds","26","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2006,803024,"Fabrikam Microwave 0.8CuFt E0800 Red","Fabrikam, Inc.","Fabrikam","Red","pounds","26","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2007,803025,"Fabrikam Microwave 1.5CuFt X1100 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","40","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2008,803026,"Fabrikam Microwave 2.2CuFt M1250 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2009,803027,"Fabrikam Microwave 1.6CuFt M1250 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","37","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2010,803028,"Fabrikam Microwave 1.0CuFt E1100 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","39","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2011,803029,"Fabrikam Microwave 0.9CuFt E0900 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2012,803030,"Fabrikam Microwave 0.8CuFt E0800 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","55","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2013,803031,"Fabrikam Microwave 1.5CuFt X1100 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","41","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2014,803032,"Fabrikam Microwave 2.2CuFt M1250 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","26","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2015,803033,"Fabrikam Microwave 1.6CuFt M1250 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","26","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2016,803034,"Fabrikam Microwave 1.0CuFt E1100 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","59","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2017,803035,"Fabrikam Microwave 0.9CuFt E0900 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2018,803036,"Fabrikam Microwave 0.8CuFt E0800 Blue","Fabrikam, Inc.","Fabrikam","Blue","pounds","37","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2019,803037,"Litware Microwave 1.5CuFt X110 White","Litware, Inc.","Litware","White","pounds","39","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2020,803038,"Litware Microwave 2.2CuFt M125 White","Litware, Inc.","Litware","White","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2021,803039,"Litware Microwave 1.6CuFt M125 White","Litware, Inc.","Litware","White","pounds","55","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2022,803040,"Litware Microwave 1.0CuFt E110 White","Litware, Inc.","Litware","White","pounds","41","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2023,803041,"Litware Microwave 0.9CuFt E090 White","Litware, Inc.","Litware","White","pounds","26","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2024,803042,"Litware Microwave 0.8CuFt E080 White","Litware, Inc.","Litware","White","pounds","26","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2025,803043,"Litware Microwave 1.5CuFt X110 Silver","Litware, Inc.","Litware","Silver","pounds","40","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2026,803044,"Litware Microwave 2.2CuFt M125 Silver","Litware, Inc.","Litware","Silver","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2027,803045,"Litware Microwave 1.6CuFt M125 Silver","Litware, Inc.","Litware","Silver","pounds","37","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2028,803046,"Litware Microwave 1.0CuFt E110 Silver","Litware, Inc.","Litware","Silver","pounds","27","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2029,803047,"Litware Microwave 0.9CuFt E090 Silver","Litware, Inc.","Litware","Silver","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2030,803048,"Litware Microwave 0.8CuFt E080 Silver","Litware, Inc.","Litware","Silver","pounds","55","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2031,803049,"Litware Microwave 1.5CuFt X110 Grey","Litware, Inc.","Litware","Grey","pounds","41","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2032,803050,"Litware Microwave 2.2CuFt M125 Grey","Litware, Inc.","Litware","Grey","pounds","26","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2033,803051,"Litware Microwave 1.6CuFt M125 Grey","Litware, Inc.","Litware","Grey","pounds","26","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2034,803052,"Litware Microwave 1.0CuFt E110 Grey","Litware, Inc.","Litware","Grey","pounds","40","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2035,803053,"Litware Microwave 0.9CuFt E090 Grey","Litware, Inc.","Litware","Grey","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2036,803054,"Litware Microwave 0.8CuFt E080 Grey","Litware, Inc.","Litware","Grey","pounds","37","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2037,803055,"Litware Microwave 1.5CuFt X110 Red","Litware, Inc.","Litware","Red","pounds","39","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2038,803056,"Litware Microwave 2.2CuFt M125 Red","Litware, Inc.","Litware","Red","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2039,803057,"Litware Microwave 1.6CuFt M125 Red","Litware, Inc.","Litware","Red","pounds","55","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2040,803058,"Litware Microwave 1.0CuFt E110 Red","Litware, Inc.","Litware","Red","pounds","41","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2041,803059,"Litware Microwave 0.9CuFt E090 Red","Litware, Inc.","Litware","Red","pounds","26","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2042,803060,"Litware Microwave 0.8CuFt E080 Red","Litware, Inc.","Litware","Red","pounds","26","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2043,803061,"Litware Microwave 1.5CuFt X110 Black","Litware, Inc.","Litware","Black","pounds","40","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2044,803062,"Litware Microwave 2.2CuFt M125 Black","Litware, Inc.","Litware","Black","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2045,803063,"Litware Microwave 1.6CuFt M125 Black","Litware, Inc.","Litware","Black","pounds","37","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2046,803064,"Litware Microwave 1.0CuFt E110 Black","Litware, Inc.","Litware","Black","pounds","39","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2047,803065,"Litware Microwave 0.9CuFt E090 Black","Litware, Inc.","Litware","Black","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2048,803066,"Litware Microwave 0.8CuFt E080 Black","Litware, Inc.","Litware","Black","pounds","55","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2049,803067,"Litware Microwave 1.5CuFt X110 Blue","Litware, Inc.","Litware","Blue","pounds","41","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2050,803068,"Litware Microwave 2.2CuFt M125 Blue","Litware, Inc.","Litware","Blue","pounds","26","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2051,803069,"Litware Microwave 1.6CuFt M125 Blue","Litware, Inc.","Litware","Blue","pounds","26","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2052,803070,"Litware Microwave 1.0CuFt E110 Blue","Litware, Inc.","Litware","Blue","pounds","40","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2053,803071,"Litware Microwave 0.9CuFt E090 Blue","Litware, Inc.","Litware","Blue","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2054,803072,"Litware Microwave 0.8CuFt E080 Blue","Litware, Inc.","Litware","Blue","pounds","37","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2055,803073,"Contoso Microwave 1.5CuFt X0110 White","Contoso, Ltd","Contoso","White","pounds","39","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2056,803074,"Contoso Microwave 2.2CuFt M0125 White","Contoso, Ltd","Contoso","White","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2057,803075,"Contoso Microwave 1.6CuFt M0125 White","Contoso, Ltd","Contoso","White","pounds","55","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2058,803076,"Contoso Microwave 1.0CuFt E0110 White","Contoso, Ltd","Contoso","White","pounds","41","71.37","139.99",8,"Home Appliances",803,"Microwaves"
